Radicado,Ponente,Autoridad orden nacional,Acto demandado,Contenido acto
11001-03-15-000-2020-01272-00,Nubia Margoth Peña Garzón,Ministerio de Salud y Protección Social,Resolución 385 del 12 de marzo de 2020,"Control inmediato de legalidad de la resolución 385 del 12 de marzo de 2020 proferida por el ministerio de salud y protección social, ""por la cual se declara la emergencia sanitaria por causa del coronavirus covid19 y se adoptan medidas para hacer frente al virus""."
11001-03-15-000-2020-01273-00,Rocío Araújo Oñate,Policía Nacional de Colombia,Resolución 0042 del 26 de marzo de 2020,"Control inmediato de legalidad de la resolución 0042 del 26 de marzo de 2020 proferida por la dirección de protección y servicios especiales de la policía nacional de Colombia, ""por la cual se declara la urgencia manifiesta y se adoptan medidas en materia de contratación estatal, por parte en la dirección ."
11001-03-15-000-2020-01274-00,Luis Alberto Álvarez Parra,Registraduría Nacional del Estado Civil,Circular 032 del 21 de marzo de 2020,"Control inmediato de legalidad de la circular 032 del 21 de marzo de 2020 proferida por el registrador nacional del estado civil, para los servidores públicos de la registraduria nacional del estado civil - oficinas centrales, delegaciones departamentales, registradores distritales, especiales, municipales, auxiliares y contratistas. asunto: directrices administrativas y de gestión organizacional para la aplicación de la medida."
11001-03-15-000-2020-01275-00,Jaime Enrique Rodríguez Navas,Registraduría Nacional del Estado Civil,Circular 031 del 16 de marzo de 2020,"Control inmediato de legalidad de la circular 031 del 16 de marzo de 2020 proferida por el registrador nacional del estado civil, para los servidores públicos - registraduria nacional del estado civil. asunto: plan de contingencia."
11001-03-15-000-2020-01276-00,Julio Roberto Piza Rodríguez (E),Registraduría Nacional del Estado Civil,Resolución 02892 del 18 de marzo de 2020,"Control inmediato de legalidad de la resolución 02892 del 18 de marzo de 2020 proferida por el registrador nacional del estado civil, ""por medio de la cual se suspenden términos en las actuaciones administrativas sancionatorias, disciplinarias y de cobro coactivo de la registraduria nacional del estado civil como consecuencia de la emergencia sanitaria ocasionada por el virus covid19""."
11001-03-15-000-2020-01277-00,Carmelo Perdomo Cuéter,Registraduría Nacional del Estado Civil,Resolución 03022 del 25 de marzo de 2020,"Control inmediato de legalidad de la resolución 03022 del 25 de marzo de 2020 proferida por el registrador nacional del estado civil, ""por medio de la cual se prorroga la suspensión de términos dentro de las actuaciones administrativas sancionatorias, disciplinarias y de cobro coactivo de la registraduria nacional del estado civil como consecuencia de la emergencia sanitaria ocasionada por el virus covid19, y se toman otras determinaciones""."
11001-03-15-000-2020-01278-00,Stella Jeannette Carvajal Basto,Registraduría Nacional del Estado Civil,Resolución 03027 del 30 de marzo de 2020,"Control inmediato de legalidad de la resolución 03027 del 30 de marzo de 2020 proferida por el Registrador Nacional del Estado Civil, ""por medio de la cual se prorrogan y/o modifican las medidas adoptadas mediante las circulares nos: DRN031 de 16 de marzo de2020 y DRN032 de 21 de marzo de 2020, y en las resoluciones Nos: 0289 de 18 de marzo de 2020"
11001-03-15-000-2020-01279-00,Marta Nubia Velásquez Rico (E),Servicio Nacional de Aprendizaje SENA,Circular 01-3-2020-00064 del 1 de abril de 2020,"Control inmediato de legalidad de la circular 01-3-2020-00064 del 1 de abril de 2020 proferida por el Director de planeación y direccionamiento  Corporativo del Servicio Nacional De Aprendizaje, para los directores de área, Secretaria General, jefes de oficina, directores regionales y subdirectores de centros de formación profesional. Asunto: lineamientos para la centralización de recursos en el marco del estado de emergencia"
11001-03-15-000-2020-01280-00,Gabriel Valbuena Hernández,Servicio Nacional de Aprendizaje SENA,Circular 01-3-2020-00061 del 31 de marzo de 2020,"Control inmediato de legalidad de la circular 01-3-2020-00061 del 31 de marzo de 2020 proferida por el secretario general del servicio Nacional De Aprendizaje, para los servidores públicos, contratistas y aprendices del SENA. Asunto: nuevos lineamientos en el SENA por decretos de estado de emergencia"
11001-03-15-000-2020-01281-00,Roberto Augusto Serrato Valdés,Superintendencia de la Economía Solidaria,Resolución 2020SES004045 del 3 de abril de 2020,"Control inmediato de legalidad de la resolución 2020SES004045 del 3 de abril de 2020 proferida por el Superintendente De La Economía Solidaria, ""por la cual se da alcance a la resolución 2020SES003695 del 19 de marzo de2020, y se incluyen otras disposiciones"""
11001-03-15-000-2020-01282-00,Sandra Lisset Ibarra Vélez,Superintendencia de la Economía Solidaria,Circular 14 del 3 de abril de 2020,"Control inmediato de legalidad de la circular 14 del 3 de abril de 2020 proferida por el Superintendente de la Economía Solidaria, para los representantes legales, miembros del Consejo de administración, juntas directivas y revisores Fiscales de las Organizaciones de la Economía Solidaria vigiladas. Asunto: modificación transitoria del numeral"
11001-03-15-000-2020-01283-00,María Adriana Marín,Superintendencia de la Economía Solidaria,Circular 13 del 26 de marzo de 2020,"Control inmediato de legalidad de la circular 13 del 26 de marzo de 2020 proferida por el Superintendente de la Economía Solidaria, para los representantes legales, miembros del Consejo de Administración y control y revisores fiscales de los fondos de empleados. Asunto: instrucciones sobre la prestación de los servicios financieros (ahorro y crédito) por parte de los fondos de empleados conforme a lo señalado."
11001-03-15-000-2020-01284-00,Alberto Montaña Plata,Unidad Nacional para la Gestión del Riesgo de Desastres -UNGRD,Circular externa 020 del 27 de marzo de 2020,"Control inmediato de legalidad de la circular externa 020 del 27 de marzo de 2020 proferida por el director de la Unidad Nacional Para La Gestión Del Riesgo De Desastres-UNGRD, para los gobernadores y alcaldes, presidentes de consejos territoriales de gestión del riesgo de desastres. asunto: directriz para el apoyo al adulto mayor por cierre de los centros vida y día - apoyo"
11001-03-15-000-2020-01285-00,Marta Nubia Velásquez Rico,Registraduria Nacional del Estado Civil y Superintendencia de Notariado y Registro,Circular conjunta 037 del 27 de marzo de 2020,"Control inmediato de legalidad de la circular conjunta 037 del 27 de marzo de 2020 proferida por el Registrador Nacional Del Estado Civil Y El Superintendente De Notariado Y Registro, para los notarios y servidores públicos - Superintendencia de Notariado y Registro. Asunto: plan de contingencia para la inscripción de nacimientos y defunciones en el registro civil, durante la emergencia sanitaria generada por la pandemia del coronavirus Covid19"
11001-03-15-000-2020-01286-00,William Hernández Gómez,Superintendencia de Notariado y Registro,Resolución 03130 del 24 de marzo de 2020,"Control inmediato de legalidad de la resolución 03130 del 24 de marzo de 2020 proferida por el  superintendente de notariado y registro, ""por la cual se adoptan medidas transitorias en la superintendencia de notariado y registro para la prevención y contención del coronavirus covid19""."
11001-03-15-000-2020-01287-00,Nicolás Yepes Corrales,Superintendencia de Notariado y Registro,Resolución 03196 del 27 de marzo de 2020,"Control inmediato de legalidad de la resolución 03196 del 27 de marzo de 2020 proferida por el Superintendente De Notariado Y Registro, ""por la cual se adoptan medidas transitorias para la prestación del servicio público registral en la Superintendencia De Notariado Y Registro, para la prevención y contención del Coronavirus""."
11001-03-15-000-2020-01288-00,Oswaldo Giraldo López,Unidad Nacional para la Gestión del Riesgo de Desastres,Resolución 0232 del 27 de marzo de 2020,"Control inmediato de legalidad de la resolución 0232 del 27 de marzo de 2020 proferida por el director de la unidad nacional para la gestión del riesgo de desastres-UNGRD, ""por la cual se implementa la herramienta del registro único de damnificados y afectados ruda-covid19 para el sistema nacional de gestión del riesgo de desastres"
11001-03-15-000-2020-01289-00,Lucy Jeannette Bermúdez Bermúdez,Superintendencia de Industria y Comercio,Resolución 12169 del 31 de marzo de 2020,"Control inmediato de legalidad de la resolución 12169 del 31 de marzo de 2020 proferida por el superintendente de industria y comercio, por la cual se dictan medidas para garantizar el debido proceso administrativo y la efectiva prestación del servicio de la superintendencia de industria y comercio, en el marco del estado de emergencia económica, social y ecológica decretado por el gobierno nacional"
11001-03-15-000-2020-01290-00,Ramiro Pazos Guerrero,Superintendencia Financiera de Colombia,Resolución 0368 del 1 de abril  de 2020,"Control inmediato de legalidad de la resolución 0368 del 1 de abril de 2020 proferida por el superintendente financiero, ""por medio de la cual se adoptan medidas especiales para la atención del público y la prestación de los servicios por parte de la superintendencia financiera de Colombia durante la emergencia sanitaria decretada por el ministerio de salud y protección social"
11001-03-15-000-2020-01291-00,Carlos Enrique Moreno Rubio,Superintendencia de Sociedades,Resolución 100-001101 del 31 de marzo  de 2020,"Control inmediato de legalidad de la resolución 100-001101 del 31 de marzo de 2020 proferida por el superintendente de sociedades, ""por la cual se dictan y adoptan medidas para garantizar la atención y la prestación de los servicios por parte de la superintendencia de sociedades, en el marco del estado de emergencia económico, social y ecológica y el aislamiento preventivo obligatorio"
11001-03-15-000-2020-01292-00,César Palomino Cortés,Superintendencia Nacional de Salud,Resolución 000309 del 31 de marzo  de 2020,"Control inmediato de legalidad de la resolución 000309 del 31 de marzo de 2020 proferida por la superintendencia nacional de salud, ""por la cual se suspenden términos en algunos asuntos de conocimiento de la superintendencia delegada para la función jurisdiccional, con ocasión de la emergencia sanitaria declarada por el ministerio de salud y de la protección social"
11001-03-15-000-2020-01293-00,Guillermo Sánchez Luque,Superintendencia Financiera de Colombia,Circular 013 del 30 de marzo de 2020,"Control inmediato de legalidad de la circular 013 del 30 de marzo de 2020 proferida por el superintendente financiero, para los representantes legales de las sociedades administradoras de fondos de pensiones y cesantías. asunto: solicitud y pago de las cesantías por retiro parcial para el alivio de los trabajadores durante la emergencia económica, social y ecológica."
11001-03-15-000-2020-01294-00,Milton Chaves García,Superintendencia de Servicios Públicos Domiciliarios,Circular 2020100000134 del 2 de abril  de 2020,"Control inmediato de legalidad de la circular 2020100000134 del 2 de abril de 2020 proferida por la superintendente de servicios públicos domiciliarios, para los prestadores de servicios públicos domiciliarios, usuarios y público en general. asunto: directrices levantamiento de términos en la superintendencia de servicios públicos domiciliarios"
11001-03-15-000-2020-01295-00,Rafael Francisco Suárez Vargas,Superintendencia de Servicios Públicos Domiciliarios,Resolución 2020100009965 del 1 de abril de 2020,"Control inmediato de legalidad de la resolución 2020100009965 del 1 de abril de 2020 proferida por la Superintendente De Servicios Públicos Domiciliarios, ""por la cual se deroga una resolución y se reanudan términos"""
11001-0315-000-2020-01296-00,Hernando Sánchez Sánchez,Superintendencia de Servicios Públicos Domiciliarios,Circular 2020-0005 sin fecha,"Control inmediato de legalidad de la circular 2020-0005 sin fecha, proferida por la superintendente de subsidio familiar, para las cajas de compensación familiar. asunto: instrucciones sobre medidas a implementar por parte de los sujetos vigilados para dar cumplimiento a lo establecido en el artículo 6 del decreto legislativo número 488 del 27 de marzo de 2020"
11001-03-15-000-2020-01297-00,Roberto Augusto Serrato Valdés,Superintendencia de Transporte,Resolución 06255 del 29 de marzo de 2020,"Control inmediato de legalidad de la resolución 06255 del 29 de marzo de 2020 proferida por la Superintendente De Transporte, ""por la cual se suspenden términos en los trámites administrativos que adelanta la Superintendencia De Transporte, y se dictan otras disposiciones""."
11001-03-15-000-2020-01298-00,Luis Alberto Álvarez Parra,Corporación Autónoma Regional del Alto Magdalena - CAM,Resolución 820 del 23 de marzo de 2020,"Control inmediato de legalidad de la resolución 820 del 23 de marzo de 2020 proferida por la Corporación Autónoma Regional Del Alto Magdalena, ""por medio de la cual se adopta el protocolo para la prevención y atención de emergencia del contagio por el coronavirus covi19 en la Corporación Autónoma Regional Del Magdalena y se dictan otras disposiciones"""
11001-03-15-000-2020-01299-00,Lucy Jeannette Bermúdez Bermúdez,Corporación Autónoma Regional del Alto Magdalena - CAM,Resolución 666 del 1 de abril de 2020,"Control inmediato de legalidad de la resolución 666 del 1 de abril de 2020 proferida por la Corporación Autónoma Regional Del Alto Magdalena, ""por medio de la cual se adoptan medidas de urgencia para garantizar la atención a los usuarios de la Corporación Autónoma Regional Del Alto Magdalena CAM y se toman medidas en el marco del estado de emergencia, económica, social y ecológica"""
11001-03-15-000-2020-01300-00,Sandra Lisset Ibarra Vélez,Corporación Autónoma Regional del Guavio,Resolución 261 del 24 de marzo de 2020,"Control inmediato de legalidad de la resolución 261 del 24 de marzo de 2020 proferida por La Corporación Autónoma Regional Del Guavio, ""por la cual se modifica el parágrafo primero y se adiciona el parágrafo tercero al artículo primero de la resolución no. 186 del 16 de marzo de 2020"""
11001-03-15-000-2020-01301-00,Martín Bermúdez Muñoz,Corporación Autónoma Regional del Guavio,Resolución 186 del 16 de marzo de 2020,"Control inmediato de legalidad de la resolución 186 del 16 de marzo de 2020 proferida por la corporación autónoma regional del guavio, ""por la cual se suspenden términos en los trámites administrativos ambientales permisivos y sancionatorios y se toman otras determinaciones""."
11001-03-15-000-2020-01302-00,William Hernández Gómez,Corporación Autónoma Regional del Quindío,Resolución 000418 del 13 de marzo de 2020,"Control inmediato de legalidad de la resolución 000418 del 13 de marzo de 2020 proferida por la corporación autónoma regional del Quindío, ""por medio de la cual se toman acciones de contención ante el covid19 y la prevención de enfermedades asociadas al primer pico epidemiológico de enfermedades respiratorias para los funcionarios de la corporación autónoma regional del Quindío""."
11001-03-15-000-2020-01303-00,Nubia Margoth Peña Garzón,Corporación Autónoma Regional del Quindío,Resolución 502 del 30 de marzo de 2020,"Control inmediato de legalidad de la resolución 502 del 30 de marzo de 2020 proferida por la corporación autónoma regional del Quindío, ""por medio de la cual se suspenden términos dentro de los procesos sancionatorios ambientales, disciplinarios, jurisdicción coactiva, tramites ambientales, disciplinarios, jurisdicción coactiva, tramites ambientales, peticiones, consultas y demás actuaciones administrativas que se adelanten en la corporación autónoma regional del Quindío""."
11001-03-15-000-2020-01304-00,Milton Chaves García,Corporación Autónoma Regional del Quindío,Resolución 000460 del 18 de marzo de 2020,"Control inmediato de legalidad de la resolución 000460 del 18 de marzo de 2020 proferida por la corporación autónoma regional del Quindío, ""por medio de la cual se modifica la resolución 418 del 13 de marzo de 2020"""
11001-03-15-000-2020-01305-00,Oswaldo Giraldo López,Corporación Autónoma Regional de Nariño - CORPONARIÑO,Resolución 255 del 1 de abril de 2020,"Control inmediato de legalidad de la resolución 255 del 1 de abril de 2020 proferida por la corporación autónoma regional de Nariño, ""por medio de la cual se ordena la suspensión de términos procesales en la corporación autónoma regional de Nariño corponariño y se adoptan otras disposiciones""."
11001-03-15-000-2020-01306-00,César Palomino Cortés,Unidad Administrativa Especial Migración Colombia - UAEMC,Resolución 1006 del 1 de abril de 2020,"Control inmediato de legalidad de la resolución 1006 del 1 de abril de 2020 proferida por la unidad administrativa especial migración Colombia, ""por la cual se adoptan medidas urgentes transitorias para garantizar la prestación del servicio y se suspenden términos en proceso y procedimientos adelantados por la unidad administrativa especial migración Colombia""."
11001-03-15-000-2020-01307-00,Carmelo Perdomo Cuéter,Unidad De Información y Análisis Financiero,Resolución 70 del 30 de marzo  de 2020,"Control inmediato de legalidad de la resolución 70 del 30 de marzo de 2020 proferida por la unidad de información y análisis financiero, ""por la cual se suspenden los términos de los reportes de información del sector de concesionarios de vehículos y motocicletas regulados por la resolución 101 de 2013 de la unidad de información y análisis financiero-UIAF"
11001-03-15-000-2020-01308-00,Marta Nubia Velásquez Rico,Unidad De Información y Análisis Financiero,Resolución 71 del 30 de marzo  de 2020,"Control inmediato de legalidad de la resolución 71 del 30 de marzo de 2020 proferida por la unidad de información y análisis financiero, ""por la cual se suspenden los términos de reporte de información del sector de empresas exportadoras y/o importadoras de oro, casa fundidoras de oro y las sociedades de comercializan internacional que dentro de su actividad económica tengan la comercialización de oro y/o realicen operaciones."
11001-03-15-000-2020-01309-00,Rocío Araújo Oñate,Unidad De Información y Análisis Financiero,Resolución 74 del 30 de marzo  de 2020,"Control inmediato de legalidad de la resolución 74 del 30 de marzo de 2020 proferida por la unidad de información y análisis financiero, ""por la cual se suspenden los términos de reporte de información del sector de comercio exterior, depósitos públicos y privados, las sociedades de intermediación aduanera, sociedades portuarias, usuarios de zona franca, empresas transportadoras, agentes de carga internacional"
11001-03-15-000-2020-01310-00,Gabriel Valbuena Hernández,Unidad De Información y Análisis Financiero,Resolución 72 del 30 de marzo  de 2020,"Control inmediato de legalidad de la resolución 72 del 30 de marzo de 2020 proferida por la unidad de información y análisis financiero, ""por la cual se suspenden los términos de reporte de información del sector de profesionales de compra y venta de divisas regulados por la resolución 059 de 2013 de la unidad de información y análisis financiero-UIAF"""
11001-03-15-000-2020-01342-00,Julio Roberto Piza Rodríguez,Corporación Autónoma Regional de Risaralda,Resolución A0209 del 16 de marzo de 2020,"Control inmediato de legalidad de la resolución A0209 del 16 de marzo de 2020 proferida por la Corporación Autónoma Regional De Risaralda, ""por la cual se acogen los lineamientos de los ministros de salud y protección, y del trabajo y el departamento administrativo de la función publica, contenidas en la circular 0018 del 10 de marzo de 2020, para minimizar los efectos negativos en la salud ante el covid19 en la CARDER"""
11001-03-15-000-2020-01343-00,Ramiro Pazos Guerrero,Corporación Autónoma Regional de Risaralda,Resolución A0216 del 19 de marzo de 2020,"Control inmediato de legalidad de la resolución A0216 del 19 de marzo de 2020 proferida por la Corporación autónoma regional de Risaralda, ""por la cual se modifica la resolución No. A209""."
11001-03-15-000-2020-01344-00,Rafael Francisco Suárez Vargas,Corporación Autónoma Regional de Risaralda,Resolución A0239 del 30 de marzo de 2020,"Control inmediato de legalidad de la resolución A0239 del 30 de marzo de 2020 proferida por la corporación autónoma regional de risaralda, ""por la cual se suspenden términos dentro de los procesos disciplinarios que se adelantan en la corporación autónoma regional de risaralda-carder""."
11001-03-15-000-2020-01345-00,Hernando Sánchez Sánchez,Corporación Autónoma Regional de Risaralda,Resolución A0240 del 30 de marzo de 2020,"Control inmediato de legalidad de la resolución A0240 del 30 de marzo de 2020 proferida por la corporación autónoma regional de risaralda, ""por la cual se adoptan medidas transitorias en materia de contratación estatal en la corporación autónoma regional de risaralda-carder, en el marco del estado de emergencia económica, social, ecológica por causa del coronavirus covid19""."
11001-03-15-000-2020-01346-00,Carlos Enrique Moreno Rubio,Corporación Autónoma Regional de Risaralda,Resolución A0246 del 30 de marzo  de 2020,"Control inmediato de legalidad de la resolución A0246 del 30 de marzo de 2020 proferida por la corporación autónoma regional de Risaralda, ""por la cual se adoptan medidas transitorias en los procesos sancionatorio ambiental y de imposición de multas sucesivas, en el marco del estado de emergencia"
11001-03-15-000-2020-01347-00,Julio Roberto Piza Rodríguez (E),Corporación Autónoma Regional de la Orinoquía - CORPORINOQUÍA,Resolución 400.36.20-0408 del 12 de abril   de 2020,"Control inmediato de legalidad de la resolución 400.36.20-0408 del 12 de abril de 2020 proferida por la corporación autónoma regional de la Orinoquia, ""por medio de la cual la corporación autónoma regional de la Orinoquia Corporinoquia-prorroga las medidas de suspensión de términos procesales y administrativos y se establecen medidas para la atención al público de manera presencial, dando alcance al decreto legislativo"
11001-03-15-000-2020-01348-00,Alberto Montaña Plata,Corporación Autónoma Regional del Cauca - CRC,Resolución 00320 del 24 de marzo  de 2020,"Control inmediato de legalidad de la resolución 00320 del 24 de marzo de 2020 proferida por la corporación autónoma regional del cauca, ""por la cual se adoptan temporalmente medidas administrativas de distanciamiento laboral y otras disposiciones en la corporación autónoma regional del cauca CRC"
11001-03-15-000-2020-01349-00,María Adriana Marín,Corporación Autónoma Regional del Cauca - CRC,Resolución 00313 del 20 de marzo  de 2020,"Control inmediato de legalidad de la resolución 00313 del 20 de marzo de 2020 proferida por la corporación autónoma regional del cauca, ""por medio de la cual se suspende la atención presencial al público, los términos de algunas actuaciones administrativas y se establecen otras disposiciones en la corporación autónoma regional del cauca"
11001-03-15-000-2020-01350-00,Guillermo Sánchez Luque,Corporación Autónoma Regional del Cauca - CRC,Resolución 00298 del 17 de marzo  de 2020,"Control inmediato de legalidad de la resolución 00298 del 17 de marzo de 2020 proferida por la corporación autónoma regional del cauca, ""por medio de la cual se adopta de manera temporal un horario laboral y se establecen otras disposiciones en la corporación autónoma regional del cauca CRC"
11001-03-15-000-2020-01351-00,Jaime Enrique Rodríguez Navas,Corporación Autónoma Regional del Cauca - CRC,Resolución 00279 del 16 de marzo de 2020,"Control inmediato de legalidad de la resolución 00279 del 16 de marzo de 2020 proferida por la Corporación Autónoma Regional Del Cauca, ""por medio de la cual se establecen medidas transitorias para mitigar el riesgo, prevenir la propagación y controlar los efectos del coronavirus Covid19 en la Corporación Autónoma Regional Del Cauca CRC"
11001-03-15-000-2020-01352-00,Nicolás Yepes Corrales,Corporación Autónoma Regional del Tolima,Resolución 0600 del 20 de marzo de 2020,"Control inmediato de legalidad de la resolución 0600 del 20 de marzo de 2020 proferida por la Corporación Autónoma Regional Del Tolima, ""por medio de la cual se aclara la resolución no. 0599 de marzo 19 de 2020"
11001-03-15-000-2020-01353-00,Marta Nubia Velásquez Rico (E),Corporación Autónoma Regional de Sucre - CARSUCRE,Resolución 0443 del 24 de marzo de 2020,"Control inmediato de legalidad de la resolución 0443 del 24 de marzo de 2020 proferida por la Corporación Autónoma Regional De Sucre, ""por medio del cual se deroga la resolución no. 0424 de 2020 y se toman determinaciones para atender la contingencia generada por el Covid19 de la Corporación Autónoma Regional De Sucre-CARSUCRE"
11001-03-15-000-2020-01354-00,Stella Jeannette Carvajal Basto,Corporación Autónoma Regional de Sucre - CARSUCRE,resolución 100-03-10-17-0393-2 del 19 de marzo de 2020,"Control inmediato de legalidad de la resolución 100-03-10-17-0393-2 del 19 de marzo de 2020 proferida por la Corporación para el desarrollo sostenible del Urabá, ""por la cual se adoptan medidas transitorias, por motivos de salubridad pública"
11001-03-15-000-2020-01355-00,Marta Nubia Velásquez Rico (E),Corporación Autónoma Regional de Sucre - CARSUCRE,Resolución 100-03-10-23-0378-2020 del 18 de marzo de 2020,"Control inmediato de legalidad de la resolución 100-03-10-23-0378-2020 del 18 de marzo de 2020 proferida por la corporación para el desarrollo sostenible del Urabá, ""por medio de la cual se modifican temporalmente procedimientos y términos para la atención de trámites y actuaciones institucionales, para atender la contingencia generada por el covid19."
11001-03-15-000-2020-01356-00,Guillermo Sánchez Luque,Corporación Autónoma Regional de Sucre - CARSUCRE,Resolución 100-03-30-99-0399-2020 del 20 de marzo de 2020,"Control inmediato de legalidad de la resolución 100-03-30-99-0399-2020 del 20 de marzo de 2020 proferida por la corporación  para el desarrollo sostenible del Urabá, ""por medio de la cual se reajustan las medidas con carácter temporal para atender la contingencia generada por el covid19."
11001-03-15-000-2020-01357-00,César Palomino Cortés,Corporación Autónoma Regional de Sucre - CARSUCRE,Resolución 100-03-30-99-0400-2020 DEL 23,"Control inmediato de legalidad de la resolución 100-03-30-99-0400-2020 del 23 de marzo de 2020 proferida por la corporación para el desarrollo sostenible del Urabá, ""por medio de la cual se determinan medidas de índole administrativo para atender la contingencia generada por el covid19."
11001-03-15-000-2020-01358-00,Stella Jeannette Carvajal Basto,Corporación Autónoma Regional del Tolima,Circular 010 del 18 de marzo de 2020,"Control inmediato de legalidad de la circular 010 del 18 de marzo de 2020 proferida por la directora general de la corporación autónoma regional del Tolima, para los funcionarios, supernumerarios, pasantes, judicantes, supervisores de contratistas y demás personal vinculado a la corporación. asunto: adopción circular externa no. 0018 del 10 de marzo de 2020."
11001-03-15-000-2020-01389-00,Marta Nubia Velásquez Rico,Corporación Autónoma Regional del Centro de Antioquia- CORANTIOQUIA,Resolución 040-RES2004-1803 del 13 de abril   de 2020,"Control inmediato de legalidad de la resolución 040-Res2004-1803 del 13 de abril de 2020 proferida por la corporación autónoma regional del centro de Antioquia, ""por medio de la cual se prorroga la suspensión de términos definida mediante resolución 040-res2003-1404 del 24 de marzo de 2020, para los procedimientos y actuaciones administrativas que se surten en las diferentes dependencias de la sede central, oficinas territoriales y sedes"
11001-03-15-000-2020-01390-00,Julio Roberto Piza Rodríguez (E),Corporación Autónoma Regional del Guavio,Resolución 285  del 13 de abril   de 2020,"Control inmediato de legalidad de la resolución 285 del 13 de abril de 2020 proferida por la corporación autónoma regional del Guavio, ""por la cual se adoptan las medidas de urgencia impartidas en el decreto 491 del 28 de marzo de 2020, expedido por el gobierno nacional y la circular no.09 del 12 de abril de 2020, emitida por el ministerio de ambiente y desarrollo sostenible y se toman otras determinaciones"
11001-03-15-000-2020-01391-00,William Hernández Gómez,Corporación Autónoma Regional de Cundinamarca - CAR,Resolución 765 del 1 de abril de 2020,"Control inmediato de legalidad de la resolución 765 del 1 de abril de 2020 proferida por la Corporación Autónoma Regional De Cundinamarca, ""por medio de la cual se autoriza el uso de la firma mecánica o escaneada en las actuaciones que adelanta la Corporación Autónoma Regional De Cundinamarca"""
11001-03-15-000-2020-01392-00,Jaime Enrique Rodríguez Navas,Corporación Autónoma Regional de Cundinamarca - CAR,Acuerdo 03 del 27 de marzo de 2020,"Control inmediato de legalidad del acuerdo 03 del 27 de marzo de 2020 proferida por la Corporación Autónoma Regional De Cundinamarca, ""por el cual se autoriza al director general de la Corporación Autónoma Regional De Cundinamarca CAR, la participación de la Corporación en los planes de acción específicos elaborados para la respuesta, rehabilitación y recuperación de la situación de la calamidad pública declarada en los departamentos."
11001-03-15-000-2020-01393-00,María Adriana Marín,Corporación para el Desarrollo Sostenible del Área de Manejo Especial de la Macarena - CORMACARENA,Resolución ps-gj. 1.2.6.020.0131 del 3 de abril de 2020,"Control inmediato de legalidad de la resolución ps-gj. 1.2.6.020.0131 del 3 de abril de 2020 proferida por la corporación para el desarrollo sostenible del área de manejo especial de la macarena, ""por medio de la cual se adoptan medidas frente a la prestación de servicios a cargo de la corporación para el desarrollo sostenible del área de manejo especial de la macarena cormacarena, en cumplimiento de las previsiones indicadas en el decreto 491 del 28 de marzo de 2020."
11001-03-15-000-2020-01394-00,Sandra Lisset Ibarra Vélez,"Corporación para el Desarrollo Sostenibledel Archipiélago de San Andrés, Providencia  y Santa Catalina",Comunicado interno dg no. 002 del 22 de marzo de 2020,"Control inmediato de legalidad del comunicado interno dg no. 002 del 22 de marzo de 2020 proferida por el director general de la corporación para el desarrollo sostenible del archipiélago de san Andrés, providencia y santa catalina, para todo el personal. asunto: circular no.001 de 2020. medidas internas para efectos de contrarrestar y contener la propagación del covid19 (coronavirus)"
11001-03-15-000-2020-01395-00,Rafael Francisco Suárez Vargas,Corporación para el Desarrollo Sostenible del Norte y el Oriente Amazónico - CDA,Resolución 14  del 24 de marzo    de 2020,"Control inmediato de legalidad de la resolución 14 del 24 de marzo de 2020 proferida por la corporación para el desarrollo sostenible del norte y el oriente amazónico, ""por la cual se suspenden términos y se toman otras determinaciones"
11001-03-15-000-2020-01396-00,Carmelo Perdomo Cuéter,Corporación Autónoma Regional del Tolima,Resolución 0601 del 24 de marzo de 2020,"Control inmediato de legalidad de la resolución 0601 del 24 de marzo de 2020 proferida por la corporación autónoma regional del Tolima, ""por la cual se adoptan unas medidas transitorias por causa del coronavirus covid19 en la corporación autónoma regional del Tolima y se imparten otras disposiciones""."
11001-03-15-000-2020-01397-00,Nicolás Yepes Corrales,Corporación Autónoma Regional del Atlántico,Resolución 0000142 del 7 de abril de 2020,"Control inmediato de legalidad de la resolución 0000142 del 7 de abril de 2020 proferida por la Corporación Autónoma Regional Del Atlántico, ""por medio de la cual se modifican las resoluciones 00123, 124 y 132 de marzo de 2020, que acogen medidas de orden administrativo para el control del riesgo excepcional causado por el Covi19 y se dictan otras disposiciones”."
11001-03-15-000-2020-01398-00,Carlos Enrique Moreno Rubio,Corporación Autónoma Regional del Sur De Bolívar - CARCSB,Circular 006 del 3 de abril de 2020,"Control inmediato de legalidad de la circular 006 del 3 de abril de 2020 proferida por la corporación autónoma regional del sur de Bolívar, para los usuarios y comunidad en general de la jurisdicción de la corporación autónoma regional del sur de Bolívar. asunto: adopción de las disposiciones emitidas en el decreto legislativo no. 491 de marzo de 28 de 2020 por medio del cual se toman medidas de urgencia para garantizar"
11001-03-15-000-2020-01399-00,Roberto Augusto Serrato Valdés,Corporación Autónoma Regional de Boyacá - CORPOBOYACA,Resolución 720 del 13 de abril de 2020,"Control inmediato de legalidad de la resolución 720 del 13 de abril de 2020 proferida por la corporación autónoma regional de Boyacá, ""por medio de la cual se modifica la resolución no. 693 del 24 de marzo de 2020 y se adoptan medidas de urgencia para garantizar la atención y la prestación de los servicios por parte de la corporación autónoma regional de Boyacá corpoboyaca""."
